@relation 'CityBeatEvents-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R2-3,6-9,11'

@attribute AvgCaptionLen numeric
@attribute stat_StdPhotoDis numeric
@attribute AvgPhotoDis numeric
@attribute MeanPhotoDisbyCap numeric
@attribute CaptionPercentage numeric
@attribute PredictedStd numeric
@attribute TopWordPopularity numeric
@attribute Zscore numeric
@attribute Entropy numeric
@attribute diff_AvgPhotoDis numeric
@attribute diff_TopWordPopularity numeric
@attribute diff_Entropy numeric
@attribute tfidf1 numeric
@attribute tfidf2 numeric
@attribute tfidf3 numeric
@attribute NumberOfHashtages1 numeric
@attribute NumberOfHashtages2 numeric
@attribute NumberOfHashtages3 numeric
@attribute NumberOfPhotsoContaingTopWord1 numeric
@attribute NumberOfPhotsoContaingTopWord2 numeric
@attribute NumberOfPhotsoContaingTopWord3 numeric
@attribute Top10PhotoLocationNameFreq numeric
@attribute label {1,-1}

@data
68.357143,0.072271,0.343644,7.772248,0.823529,1.384033,0.071429,5.12661,2.968919,-1.656356,0,0.212711,0.428743,0.428743,0.41572,0,0,4,1,1,1,0.1,-1
80.642857,0.097054,0.342445,7.63696,0.933333,1.304956,0.142857,3.709221,2.959148,-1.657555,0.062202,0.215414,0.857486,0.857486,0.773517,12,0,12,2,2,2,0.2,-1
49.878049,0.071973,0.291151,7.562073,0.891304,2.227713,0.097561,5.742115,2.925635,-1.708849,0.118101,0.241568,0.567813,0.256168,0.218358,0.6,0.6,0.75,5,5,4,1,-1
50.666667,0.083047,0.347463,7.759442,0.847826,1.712171,0.059829,4.398565,2.826218,-1.652537,0.052503,0.38324,0.267382,0.231836,0.183015,11,2,0,3,3,2,0.5,-1
44.25,0.058158,0.358833,7.687531,0.857143,1.584418,0.111111,3.306781,2.805746,-1.641167,0.010877,0.381966,0.472161,0.384676,0.356636,1,8,0,2,1,1,0.1,-1
55.521739,0.066961,0.325337,7.750635,0.92,1.9709,0.115942,4.40866,3.027489,-1.674663,0.031879,0.135835,0.292331,0.260974,0.260974,0.333333,3.666667,0,3,3,2,0.1,-1
37.8,0.106079,0.304157,7.764432,0.9375,1.577922,0.111111,4.052305,2.888884,-1.695843,0.020239,0.294605,0.428986,0.40016,0.40016,1,3,0,3,2,1,0.4,-1
35.181818,0.071817,0.297722,8.066495,0.733333,2.224578,0.090909,3.670408,2.855389,-1.702278,0,0.332289,0.529098,0.529098,0.515085,0,0,0,1,1,1,0.1,-1
52.25,0.0712,0.335107,7.59038,0.888889,1.324638,0.0625,4.443298,3.059538,-1.664893,0,0.106572,0.363755,0.338414,0.331829,0,1,1,1,1,1,0.2,-1
59.8,0.079383,0.327271,8.471347,0.625,1.361764,0.2,6.210289,2.777777,-1.672729,0,0.367625,1.200481,1.164017,1.133186,0,17,0,1,1,1,0.125,-1
42.272727,0.081662,0.374389,8.00985,0.916667,1.021577,0.090909,7.318558,3.023037,-1.625611,0,0.152142,0.545673,0.515085,0.458808,2,2,2,1,1,1,0.2,-1
84.545455,0.073853,0.360728,7.867737,0.846154,1.441883,0.151515,4.260288,3.027169,-1.639272,0.012567,0.151135,0.545673,0.515085,0.492238,20.5,20.5,0,2,2,1,0.1,-1
45.285714,0.056845,0.394096,7.544924,1,1.385426,0.095238,4.464252,3.066615,-1.605904,0.009036,0.107922,0.428743,0.428743,0.41572,6.5,13,0,2,1,1,0.1,-1
58.916667,0.078701,0.225673,7.839164,0.857143,1.098533,0.166667,7.438472,2.871388,-1.774327,0.022857,0.270531,0.472161,0.472161,0.472161,4,0,0,2,2,2,0.1,-1
74.5,0.104917,0.382374,7.803746,0.8,2.597525,0.208333,3.303941,3.005315,-1.617626,0.028429,0.158977,0.810301,0.72751,0.72751,3.666667,4,1,3,1,1,0.1,-1
46.933333,0.08215,0.332055,7.624451,0.882353,2.725472,0.088889,5.223623,3.05094,-1.667945,0.033477,0.118399,0.385064,0.244136,0.20008,1,0.333333,3,3,3,2,0.3,-1
34.363636,0.052512,0.414312,8.054004,0.785714,1.647627,0.090909,3.99713,2.996631,-1.585688,0,0.180585,0.545673,0.48266,0.48266,1,0,1,1,1,1,0.2,-1
49.727273,0.045141,0.415474,8.071201,0.785714,2.528963,0.090909,3.016164,2.93533,-1.584526,0,0.242737,0.529098,0.529098,0.529098,2,0,0,1,1,1,0.1,-1
42.714286,0.07211,0.362139,8.169552,0.7,2.381577,0.111111,4.595277,2.841807,-1.637861,0.043112,0.362401,0.287307,0.285829,0.277147,4,8,0,7,2,2,0.4,-1
68.2,0.055263,0.340589,7.237273,1,1.333711,0.133333,4.782669,2.844063,-1.659411,0.058142,0.326585,0.900361,0.405649,0.300667,2.2,2,0,5,3,2,0.2,-1
50,0.063835,0.203612,7.985762,0.777778,1.506318,0.142857,4.620521,2.768854,-1.796388,0,0.386988,0.83144,0.790343,0.790343,0,0,2,1,1,1,0.111111,-1
146.333333,0.048324,0.191152,7.854336,0.75,1.404081,0.277778,3.820338,3.013071,-1.808848,0.013918,0.161924,1.000401,1.000401,0.970014,13.5,0.5,1,2,2,1,0.25,-1
47.681818,0.074185,0.357284,7.750547,0.814815,1.802212,0.075758,3.51219,3.016431,-1.642716,0.010939,0.171235,0.368772,0.272837,0.264549,3.5,3.5,0,2,2,1,0.1,-1
36.705882,0.053738,0.305194,7.647075,0.894737,1.364538,0.078431,5.268466,2.92268,-1.694806,0.010552,0.259048,0.353083,0.341448,0.312309,0,0,0,2,1,1,0.1,-1
41.3,0.072584,0.336725,7.618373,0.909091,2.205516,0.1,3.699001,3.084184,-1.663275,0,0.086374,0.582008,0.582008,0.582008,15,1,4,1,1,1,0.1,-1
36,0.070704,0.342638,7.331264,1,1.466926,0.125,3.909714,3.013071,-1.657362,0,0.161924,0.750301,0.750301,0.72751,9,9,5,1,1,1,0.125,-1
47.3125,0.061356,0.320933,7.514623,0.888889,2.071956,0.125,3.207632,2.952257,-1.679067,0.020487,0.226471,0.386257,0.37515,0.37515,0,0,0,2,2,2,0.2,-1
56.031746,0.07055,0.306218,7.558189,0.926471,3.045278,0.084656,3.69963,2.965804,-1.693782,0.092458,0.207153,0.125342,0.123755,0.115605,4.142857,4,6,7,6,6,0.5,-1
36.615385,0.059016,0.337145,7.580976,0.928571,3.243509,0.076923,3.051403,2.909674,-1.662855,0,0.279619,0.447699,0.425569,0.425569,0,0,3,1,1,1,0.1,-1
45.909091,0.082672,0.296871,7.506204,0.916667,1.242305,0.090909,5.103079,2.98709,-1.703129,0,0.193173,0.529098,0.529098,0.473995,0,4,2,1,1,1,0.1,-1
43,0.094592,0.343964,7.610801,0.875,1.116997,0.142857,4.402921,2.933955,-1.656036,0,0.225536,0.857486,0.857486,0.83144,1,5,0,1,1,1,0.125,-1
58.538462,0.064494,0.217232,7.751105,0.8125,1.180663,0.179487,5.716302,2.777015,-1.782768,0.044903,0.402185,0.807916,0.425569,0.401073,3,18,21,4,2,2,0.2,-1
63.4,0.075761,0.330409,7.465409,0.909091,2.997055,0.083333,3.816467,2.918086,-1.669591,0.009565,0.268508,0.30012,0.291004,0.291004,1.5,1,4,2,2,1,0.2,-1
42.714286,0.04891,0.31282,8.078571,0.875,1.199689,0.142857,5.043668,2.816308,-1.68718,0,0.339915,0.83144,0.773517,0.758465,0,0,0,1,1,1,0.125,-1
57.2,0.035175,0.356813,7.682428,0.909091,1.843301,0.1,3.547128,2.941446,-1.643187,0,0.227912,0.60024,0.566593,0.55324,3,1,8,1,1,1,0.1,-1
58.148148,0.105767,0.301144,7.845183,0.870968,3.543878,0.098765,3.381419,2.653702,-1.698856,0.043514,0.511125,0.344554,0.307517,0.222311,8.666667,12,0,3,3,2,0.9,-1
39.5,0.064125,0.301854,8.01662,0.75,1.058312,0.166667,3.89968,3.057476,-1.698146,0,0.116664,0.902436,0.777901,0.746058,1,1,0,1,1,1,0.125,-1
48.5,0.05689,0.360056,7.674368,0.869565,2.616701,0.083333,3.550377,3.016127,-1.639944,0.016689,0.168949,0.30012,0.30012,0.291004,3.333333,1,5,3,1,1,0.2,-1
50.695652,0.091909,0.340337,8.123373,0.71875,2.747501,0.086957,3.938775,2.820013,-1.659663,0.021016,0.361,0.410563,0.311869,0.269651,0,6,4,2,2,2,0.5,-1
59.142857,0.066748,0.32804,7.58405,0.875,1.638187,0.238095,4.984324,2.984234,-1.67196,0.02653,0.185783,0.790343,0.773517,0.764962,0.5,3,0,2,2,1,0.125,-1
40.25,0.080875,0.277878,7.574038,0.96,3.082862,0.097222,3.159713,2.70921,-1.722122,0.042019,0.451049,0.281478,0.258415,0.2501,3.333333,1.5,2.5,3,2,2,0.8,-1
47.470588,0.076112,0.325841,7.457736,0.944444,2.294048,0.078431,3.689917,3.009724,-1.674159,0.00639,0.17859,0.353083,0.342358,0.33329,0,5,2,2,1,1,0.1,-1
69.1,0.106866,0.366388,7.18242,1,1.719298,0.1,3.000062,2.925853,-1.633612,0,0.244823,0.60024,0.582008,0.566593,0,2,0,1,1,1,0.1,-1
55.4,0.06465,0.315359,7.830118,0.769231,1.46877,0.2,5.126033,3.02263,-1.684641,0.026166,0.14496,0.653607,0.60024,0.582008,0,3,1,3,2,2,0.1,-1
64.977778,0.11023,0.344623,7.630932,0.918367,2.82728,0.125926,3.908621,2.771656,-1.655377,0.101475,0.378663,0.380653,0.300073,0.275643,7.090909,7.8,8.75,11,10,4,1.2,-1
88.666667,0.065225,0.376314,7.775955,0.857143,1.76716,0.092593,4.089712,3.072906,-1.623686,0.007516,0.097277,0.552532,0.333467,0.323338,2,4.5,18,2,2,1,0.1,-1
39.714286,0.081062,0.353505,7.847939,0.777778,1.163583,0.142857,7.571268,3.086049,-1.646495,0,0.088053,0.857486,0.83144,0.809419,0,0,3,1,1,1,0.111111,-1
42.266667,0.06258,0.28477,8.109124,0.714286,2.20418,0.066667,3.56777,2.877095,-1.71523,0,0.288408,0.40016,0.347596,0.347596,2,0,3,1,1,1,0.4,-1
53.666667,0.083496,0.327409,7.925693,0.923077,1.227863,0.194444,3.673188,2.867634,-1.672591,0.048539,0.309516,0.5002,0.5002,0.5002,9,16,16,3,2,2,0.2,-1
44.75,0.063834,0.382228,7.328495,1,0.823671,0.125,6.140495,3.057476,-1.617772,0,0.116664,0.750301,0.750301,0.750301,0,0,2,1,1,1,0.125,-1
40.75,0.10476,0.376305,7.480184,1,1.098963,0.111111,6.155322,2.915196,-1.623695,0.01528,0.252178,0.485007,0.451218,0.434496,0.5,2,2,2,1,1,0.1,-1
45.230769,0.064193,0.351636,7.704314,0.928571,1.222315,0.102564,3.824449,2.85372,-1.648364,0.007884,0.313126,0.461723,0.461723,0.447699,0,3,0,2,1,1,0.1,-1
71.470588,0.063653,0.349286,7.596331,0.894737,2.750152,0.137255,3.277479,2.972209,-1.650714,0.032494,0.214141,0.381318,0.353083,0.353083,2.666667,13,5.666667,3,3,3,0.1,-1
47.545455,0.063971,0.308169,7.958222,0.846154,1.958849,0.090909,3.329034,3.083765,-1.691831,0,0.090339,0.545673,0.545673,0.545673,1,0,0,1,1,1,0.1,-1
45.833333,0.051594,0.34369,8.029651,0.75,2.108767,0.111111,4.557351,3.001184,-1.65631,0.024124,0.180093,0.333467,0.333467,0.333467,3,0,0,2,2,2,0.1,-1
60.272727,0.059088,0.279284,7.42302,0.916667,1.175663,0.151515,6.586799,2.700358,-1.720716,0.114353,0.534424,0.63654,0.384144,0.353595,4.5,4,0.833333,6,6,6,0.2,-1
51.2,0.066657,0.341222,7.285923,1,2.079629,0.083333,3.944953,3.017151,-1.658778,0.011497,0.161427,0.35343,0.30012,0.291004,5.5,7.5,14,2,2,1,0.3,-1
